bic_8,bic,bank
CIHBIQBA,CIHBIQBAXXX,CIHAN BANK FOR ISLAMIC INVESTMENT AND FINANCE
DSIVIQBA,DSIVIQBAXXX,DAR ES SALAAM INVESTMENT BANK
EBIFIQBA,EBIFIQBAXXX,ERBIL BANK FOR INVESTMENT AND FINANCE
ECOOIQB1,ECOOIQB1XXX,ECONOMY BANK
ECOVIQBA,ECOVIQBA616,ECONOMY BANK FOR INVESTMENT AND FINANCE
ECOVIQBA,ECOVIQBAXXX,ECONOMY BANK FOR INVESTMENT AND FINANCE
ELAFIQBA,ELAFIQBAXXX,ELAF ISLAMIC BANK
FIQBIQBA,FIQBIQBAXXX,FIRST IRAQI ISLAMIC BANK CO. FOR INVESTMENT AND FINANCE JSC
GUCEIQBA,GUCEIQBAXXX,GULF COMMERCIAL BANK
HCOMIQBB,HCOMIQBBXXX,HAMMURABI COMMERCIAL BANK
IDBQIQBA,IDBQIQBAXXX,INTERNATIONAL DEVELOPMENT BANK FOR INVESTMENT AND FINANCE
IMEBIQBA,IMEBIQBAXXX,IRAQI MIDDLE EAST INVESTMENT BANK
INBKIQBA,INBKIQBAXXX,"INDUSTRIAL BANK,THE"
IRAQIQBA,IRAQIQBAXXX,INTERNATIONAL ISLAMIC BANK
IRIBIQBA,IRIBIQBAXXX,IRAQI ISLAMIC BANK FOR INVESTMENT AND DEVELOPMENT
ISBKIQBA,ISBKIQBAXXX,TURKIYE IS BANKASI A.S. ARBIL BRANCH
IVBIIQBA,IVBIIQBAXXX,INVESTMENT BANK OF IRAQ
KARMIQB1,KARMIQB1XXX,AL KARMAL STOCK EXCHANGE LTD
KIBIIQBA,KIBIIQBABGH,KURDISTAN INTERNATIONAL BANK FOR INVESTMENT AND DEVELOPMENT
KIBIIQBA,KIBIIQBADHK,KURDISTAN INTERNATIONAL BANK FOR INVESTMENT AND DEVELOPMENT
KIBIIQBA,KIBIIQBAERB,KURDISTAN INTERNATIONAL BANK FOR INVESTMENT AND DEVELOPMENT
KIBIIQBA,KIBIIQBASUL,KURDISTAN INTERNATIONAL BANK FOR INVESTMENT AND DEVELOPMENT
KIBIIQBA,KIBIIQBAXXX,KURDISTAN INTERNATIONAL BANK FOR INVESTMENT AND DEVELOPMENT
MBIVIQBA,MBIVIQBAXXX,AL MANSOUR BANK FOR INVESTMENT
MCFTIQBA,MCFTIQBAXXX,TRUST INTERNATIONAL ISLAMIC BANK
MEABIQBA,MEABIQBAXXX,MEAB BANK S.A.L.
MEDLIQBA,MEDLIQBAARB,"BANKMED SAL, IRAQ"
MEDLIQBA,MEDLIQBABAS,"BANKMED SAL, IRAQ"
MEDLIQBA,MEDLIQBAXXX,"BANKMED SAL, IRAQ"
MELIIQB1,MELIIQB1XXX,BANK MELLI IRAN-IRAQ BRANCH
MIBIIQBA,MIBIIQBAXXX,AL MUSTASHAR ISLAMIC BANK FOR INVESTMENT AND FINANCE
MOUUIQBA,MOUUIQBAXXX,MOSUL BANK FOR DEVELOPMENT AND INVESTMENT
MSHRIQBA,MSHRIQBAXXX,AL-MASHREQ AL-ARABI ISLAMIC BANK
NBIQIQBA,NBIQIQBAXXX,NATIONAL BANK OF IRAQ
NIIFIQBA,NIIFIQBAXXX,AL NASIK ISLAMIC BANK FOR INVESTMENT AND FINANCE
NISBIQBA,NISBIQBAXXX,NATIONAL ISLAMIC BANK
NRTTIQBA,NRTTIQBAXXX,NORTH BANK FOR FINANCIAL AND INVESTMENT
RAFBIQBA,RAFBIQBAXXX,AL RAFIDAIN BANK
RASEIQB1,RASEIQB1XXX,RABEE SECURITIES
RDBAIQBB,RDBAIQBBXXX,RASHEED BANK
REEBIQB1,REEBIQB1XXX,"REAL ESTATE BANK,THE"
RJHBIQBA,RJHBIQBAXXX,AL RAJIH ISLAMIC BANK FOR FINANCE AND INVESTMENT
RTBAIQBA,RTBAIQBAXXX,REGION TRADE BANK FOR INVESTMENT AND FINANCE (FORMERLY EMERALD BANK)
SBIBIQBA,SBIBIQBAXXX,AL IRAQ NOOR ISLAMIC BANK FOR INVESTMENT AND FINANCE
SCBLIQBD,SCBLIQBDXXX,STANDARD CHARTERED BANK
SUCIIQBA,SUCIIQBAXXX,SUMER COMMERCIAL BANK
TCZBIQBA,TCZBIQBAERB,TURKIYE CUMHURIYETI ZIRAAT BANKASI A.S.
TCZBIQBA,TCZBIQBAXXX,TURKIYE CUMHURIYETI ZIRAAT BANKASI A.S.
TIRAIQBA,TIRAIQBAXXX,TRANS IRAQ BANK
TRIQIQBA,TRIQIQBAXXX,TRADE BANK OF IRAQ
UBSIIQBA,UBSIIQBAXXX,BANK AL ETIHAD IRAQ BRANCH-BAGHDAD
UCFTIQB1,UCFTIQB1XXX,UNITED COMPANY FOR FINANCIAL TRANSFER
UCFXIQBA,UCFXIQBAXXX,ASIA ALIRAQ ISLAMIC BANK FOR FINANCE AND INVESTMENT
UNRAIQBA,UNRAIQBAXXX,UNION BANK OF IRAQ
UNTVIQBA,UNTVIQBAXXX,UNITED BANK FOR INVESTMENT
URIBIQBA,URIBIQBAXXX,AL MAL ISLAMIC BANK FOR INVESTMENT
WAIVIQBA,WAIVIQBAXXX,WARKA BANK FOR INVESTMENT AND FINANCE
WAIVIQBB,WAIVIQBBXXX,WARKA BANK FOR INVESTMENT AND FINANCE
WDBKIQBA,WDBKIQBAXXX,WORLD ISLAMIC BANK FOR INVESTMENT AND FINANCE (PSC)
